?"index", "key"                                                   , "keySource"                                                             , "text"                                                 , "tag", "frameUrl"                                          , "visible", "locatorSuggested"                                                      , "id", "class"    , "href"              , "onclick", "data_modulo_funcao"     , "data_modulo", "data_funcao"         , "data_href"                                                                                                                                                                                                       , "data_tipo_funcao", "data_tipo_link"
"276"  , "k_75_PEP0021"                                          , "75.PEP0021"                                                            , "Cadastro"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""75.PEP0021""]')"                   ,     , "item-menu", "javascript:void(0)",          , "75.PEP0021"             , "75"         , "PEP0021"             , "/ace/mvcToAsp.asp?../../pep/asp/pep0021a.asp$$$p=&PT=Cadastra Opcionais / Benefício&pm=75&pcf=PEP0021&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                             , "A"               , "link"
"277"  , "k_80_CB9_31_2"                                         , "80.CB9.31.2"                                                           , "Cadastro Agente"                                      , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB9.31.2""]')"                  ,     , "item-menu", "javascript:void(0)",          , "80.CB9.31.2"            , "80"         , "CB9.31.2"            , "/ace/mvcToAsp.asp?../../ass/asp/ass1093a.asp?cod_tipo_relacionamento=1$$$p=&PT=Cadastro Agente&pm=80&pcf=CB9.31.2&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                  , "A"               , "link"
"278"  , "k_95_INT1_3"                                           , "95.INT1.3"                                                             , "Cadastro Arquivo Interface"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.INT1.3""]')"                    ,     , "item-menu", "javascript:void(0)",          , "95.INT1.3"              , "95"         , "INT1.3"              , "/ace/mvcToAsp.asp?../../int/asp/int0003a.asp$$$p=&PT=Cadastro Arquivo Interface&pm=95&pcf=INT1.3&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                   , "A"               , "link"
"279"  , "k_74_HES0113"                                          , "74.HES0113"                                                            , "Cadastro CMED / ANS"                                  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""74.HES0113""]')"                   ,     , "item-menu", "javascript:void(0)",          , "74.HES0113"             , "74"         , "HES0113"             , "/ace/mvcToAsp.asp?../../hes/asp/hes0113a.asp$$$p=&PT=Cadastro CMED / ANS&pm=74&pcf=HES0113&pprf=ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                             , "A"               , "link"
"280"  , "k_80_RGE0007"                                          , "80.RGE0007"                                                            , "Cadastro Confidencialidade"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.RGE0007""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.RGE0007"             , "80"         , "RGE0007"             , "/ace/mvcToAsp.asp?../../rge/asp/rge0007a.asp$$$p=&PT=Cadastro Confidencialidade&pm=80&pcf=RGE0007&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                  , "A"               , "link"
"281"  , "k_1_ACE3_6_1"                                          , "1.ACE3.6.1"                                                            , "Cadastro de área"                                    , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""1.ACE3.6.1""]')"                   ,     , "item-menu", "javascript:void(0)",          , "1.ACE3.6.1"             , "1"          , "ACE3.6.1"            , "/ace/mvcToAsp.asp?/ace/asp/ace0024a.asp$$$p=&PT=Cadastro de área&pm=1&pcf=ACE3.6.1&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                , "A"               , "link"
"282"  , "k_95_INT1_6"                                           , "95.INT1.6"                                                             , "Cadastro de Assuntos"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.INT1.6""]')"                    ,     , "item-menu", "javascript:void(0)",          , "95.INT1.6"              , "95"         , "INT1.6"              , "/ace/mvcToAsp.asp?../../int/asp/int0006a.asp$$$p=&PT=Cadastro de Assuntos&pm=95&pcf=INT1.6&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                         , "A"               , "link"
"283"  , "k_14_CMC8_7"                                           , "14.CMC8.7"                                                             , "Cadastro de Beneficiário"                            , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC8.7""]')"                    ,     , "item-menu", "javascript:void(0)",          , "14.CMC8.7"              , "14"         , "CMC8.7"              , "/ace/mvcToAsp.asp?../../cmc/asp/cmc0112a.asp$$$p=&PT=Cadastro de Beneficiário&pm=14&pcf=CMC8.7&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                    , "A"               , "link"
"284"  , "k_80_CB36_4"                                           , "80.CB36.4"                                                             , "Cadastro de beneficiários no programa"               , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB36.4""]')"                    ,     , "item-menu", "javascript:void(0)",          , "80.CB36.4"              , "80"         , "CB36.4"              , "/ace/mvcToAsp.asp?../../ass/asp/ass0358a.asp$$$p=&PT=Cadastro de beneficiários no programa&pm=80&pcf=CB36.4&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                       , "A"               , "link"
"285"  , "k_14_CMP1_1"                                           , "14.CMP1.1"                                                             , "Cadastro de Campanha de Vendas"                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMP1.1""]')"                    ,     , "item-menu", "javascript:void(0)",          , "14.CMP1.1"              , "14"         , "CMP1.1"              , "/ace/mvcToAsp.asp?../../cmp/asp/cmp0001a.asp$$$p=&PT=Cadastro de Campanha  de Vendas&pm=14&pcf=CMP1.1&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=S"                                              , "S"               , "link"
"286"  , "k_77_PRS0122P"                                         , "77.PRS0122P"                                                           , "Cadastro de Dependentes"                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0122P""]')"                  ,     , "item-menu", "javascript:void(0)",          , "77.PRS0122P"            , "77"         , "PRS0122P"            , "/ace/mvcToAsp.asp?../../prs/asp/prs0122a.asp$$$p=&PT=Cadastro de Dependentes&pm=77&pcf=PRS0122P&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                    , "A"               , "link"
"287"  , "k_1_ACE1_2"                                            , "1.ACE1.2"                                                              , "Cadastro de função"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""1.ACE1.2""]')"                     ,     , "item-menu", "javascript:void(0)",          , "1.ACE1.2"               , "1"          , "ACE1.2"              , "/ace/mvcToAsp.asp?/ace/asp/ACE0006a.asp$$$p=&PT=Cadastro de função&pm=1&pcf=ACE1.2&pprf=ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                                   , "A"               , "link"
"288"  , "k_80_CB36_2"                                           , "80.CB36.2"                                                             , "Cadastro de grupo de e-mail"                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB36.2""]')"                    ,     , "item-menu", "javascript:void(0)",          , "80.CB36.2"              , "80"         , "CB36.2"              , "/ace/mvcToAsp.asp?../../ass/asp/ass0356a.asp$$$p=&PT=Cadastro de grupo de e-mail&pm=80&pcf=CB36.2&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                  , "X"               , "link"
"289"  , "k_95_INT1_2"                                           , "95.INT1.2"                                                             , "Cadastro de Instrução de Pesquisa"                  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.INT1.2""]')"                    ,     , "item-menu", "javascript:void(0)",          , "95.INT1.2"              , "95"         , "INT1.2"              , "/ace/mvcToAsp.asp?../../int/asp/int0002a.asp$$$p=&PT=Cadastro de Instrução de Pesquisa&pm=95&pcf=INT1.2&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                          , "A"               , "link"
"290"  , "k_95_ITF_AUT13"                                        , "95.ITF_AUT13"                                                          , "Cadastro de Itens detalhado"                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_AUT13""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_AUT13"           , "95"         , "ITF_AUT13"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=142&id_arq=1743&exibeAssunto=N&id_job=154$$$p=&PT=Cadastro de Itens detalhado&pm=95&pcf=ITF_AUT13&pprf=TI_SAUDE_ANS_ANL_SR,INTERFACES,ADMIN&PPRM..."     , "X"               , "link"
"291"  , "k_7_PAG0090"                                           , "7.PAG0090"                                                             , "Cadastro de Justificativa de Pagamento"               , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG0090""]')"                    ,     , "item-menu", "javascript:void(0)",          , "7.PAG0090"              , "7"          , "PAG0090"             , "/ace/mvcToAsp.asp?../../pag/asp/pag1045a.asp$$$p=&PT=Cadastro de Justificativa de Pagamento&pm=7&pcf=PAG0090&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                       , "A"               , "link"
"292"  , "k_73_CMS9_24"                                          , "73.CMS9.24"                                                            , "Cadastro de linha de produto"                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""73.CMS9.24""]')"                   ,     , "item-menu", "javascript:void(0)",          , "73.CMS9.24"             , "73"         , "CMS9.24"             , "/ace/mvcToAsp.asp?../../cms/asp/cms0264a.asp$$$p=&PT=Cadastro de linha de produto&pm=73&pcf=CMS9.24&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                , "A"               , "link"
"293"  , "k_74_HES0038"                                          , "74.HES0038"                                                            , "Cadastro de Material e Medicamento"                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""74.HES0038""]')"                   ,     , "item-menu", "javascript:void(0)",          , "74.HES0038"             , "74"         , "HES0038"             , "/ace/mvcToAsp.asp?../../hes/asp/hes0038a.asp$$$p=&PT=Cadastro de Material e Medicamento&pm=74&pcf=HES0038&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN,CONTA_MEDICA_COORD&PPRM=S,S,S,S,N,N&tipoFuncao=A"                       , "A"               , "link"
"294"  , "k_12_CTM12_4_11"                                       , "12.CTM12.4.11"                                                         , "Cadastro de Motivo Indeferimento"                     , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM12.4.11""]')"                ,     , "item-menu", "javascript:void(0)",          , "12.CTM12.4.11"          , "12"         , "CTM12.4.11"          , "/TSNMVC/ContasMedicas/MotivoIndeferimento?PT=Cadastro de Motivo Indeferimento&pm=12&pcf=CTM12.4.11&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                 , "X"               , "link"
"295"  , "k_74_HES0119"                                          , "74.HES0119"                                                            , "Cadastro de Nível"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""74.HES0119""]')"                   ,     , "item-menu", "javascript:void(0)",          , "74.HES0119"             , "74"         , "HES0119"             , "/ace/mvcToAsp.asp?../../hes/asp/hes0119a.asp$$$p=&PT=Cadastro de Nível&pm=74&pcf=HES0119&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                          , "A"               , "link"
"296"  , "k_1_ACE4_1"                                            , "1.ACE4.1"                                                              , "Cadastro de perfis"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""1.ACE4.1""]')"                     ,     , "item-menu", "javascript:void(0)",          , "1.ACE4.1"               , "1"          , "ACE4.1"              , "/ace/mvcToAsp.asp?/ace/asp/ACE0007a.asp$$$p=&PT=Cadastro de perfis&pm=1&pcf=ACE4.1&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                 , "A"               , "link"
"297"  , "k_74_HES0008"                                          , "74.HES0008"                                                            , "Cadastro de Procedimentos"                            , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""74.HES0008""]')"                   ,     , "item-menu", "javascript:void(0)",          , "74.HES0008"             , "74"         , "HES0008"             , "/ace/mvcToAsp.asp?../../hes/asp/hes0008a.asp$$$p=&PT=Procedimentos&pm=74&pcf=HES0008&pprf=CONTA_MEDICA_COORD,ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                            , "A"               , "link"
"298"  , "k_80_CB36_1"                                           , "80.CB36.1"                                                             , "Cadastro de programas"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB36.1""]')"                    ,     , "item-menu", "javascript:void(0)",          , "80.CB36.1"              , "80"         , "CB36.1"              , "/ace/mvcToAsp.asp?../../ass/asp/ass0355a.asp$$$p=&PT=Cadastro de programas&pm=80&pcf=CB36.1&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                        , "A"               , "link"
"299"  , "k_3_CMS1_2"                                            , "3.CMS1.2"                                                              , "Cadastro de Repasse"                                  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""3.CMS1.2""]')"                     ,     , "item-menu", "javascript:void(0)",          , "3.CMS1.2"               , "3"          , "CMS1.2"              , "/ace/mvcToAsp.asp?../../cms/asp/cms0234a.asp$$$p=&PT=Cadastro de Repasse&pm=3&pcf=CMS1.2&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                           , "A"               , "link"
